'seconds','uV','uV','uV','uV','uV',''
44.036,9.100,5.700,19.600,6.200,3.900,0.500
44.037,7.700,3.900,17.500,3.800,2.300,0.500
44.038,7.800,1.400,15.000,1.200,0.500,0.500
44.039,8.900,-0.900,12.700,-0.800,-0.900,0.500
44.040,9.900,-2.400,11.000,-1.700,-1.700,0.500
44.041,9.700,-2.900,9.900,-1.700,-1.800,0.500
44.042,8.100,-2.700,9.400,-1.300,-1.600,0.500
44.043,5.600,-2.300,9.100,-1.200,-1.400,0.500
44.044,3.300,-2.100,8.700,-1.600,-1.500,0.500
44.045,1.800,-2.400,8.300,-2.500,-2.000,0.500
44.046,1.200,-2.900,7.700,-3.500,-2.500,0.500
44.047,1.400,-3.600,7.300,-4.100,-2.800,0.500
44.048,2.100,-4.200,7.100,-4.300,-2.600,0.500
44.049,3.200,-4.600,7.200,-4.100,-2.100,0.500
44.050,4.200,-5.100,7.500,-3.900,-1.700,0.500
44.051,4.700,-5.600,7.700,-4.000,-1.500,0.500
44.052,4.300,-6.000,7.700,-4.300,-1.500,0.500
44.053,2.800,-6.200,7.700,-4.400,-1.500,0.500
44.054,1.000,-5.900,7.600,-3.900,-1.100,0.500
44.055,-0.500,-5.300,7.600,-2.700,-0.500,0.500
44.056,-1.000,-4.500,7.800,-0.900,0.100,0.500
44.057,-0.600,-3.700,7.900,0.700,0.300,0.500
44.058,0.200,-3.200,7.800,1.700,-0.100,0.500
44.059,1.100,-3.300,7.400,1.800,-0.900,0.500
44.060,2.000,-3.800,6.700,1.000,-2.000,0.500
44.061,3.300,-4.600,5.900,-0.100,-2.800,0.500
44.062,5.200,-5.300,5.200,-1.000,-3.300,0.500
44.063,7.300,-5.400,5.000,-1.400,-3.400,0.500
44.064,8.800,-4.900,5.200,-1.300,-3.200,0.500
44.065,8.900,-3.800,5.800,-1.000,-2.900,0.500
44.066,7.800,-2.600,6.700,-0.800,-2.500,0.500
44.067,6.200,-1.700,7.600,-0.800,-2.100,0.500
44.068,5.300,-1.300,8.300,-1.000,-1.700,0.500
44.069,5.500,-1.400,8.800,-1.100,-1.400,0.500
44.070,6.300,-1.800,9.000,-1.300,-1.400,0.500
44.071,6.800,-2.100,9.000,-1.500,-1.700,0.500
44.072,6.100,-2.500,8.800,-1.800,-2.200,0.500
44.073,4.400,-2.900,8.700,-2.400,-2.900,0.500
44.074,2.400,-3.500,8.800,-3.200,-3.500,0.500
44.075,1.100,-4.300,9.000,-3.700,-3.700,0.500
44.076,1.200,-5.000,9.500,-3.600,-3.700,0.500
44.077,3.000,-5.300,10.300,-2.900,-3.200,0.500
44.078,6.000,-5.000,11.200,-1.700,-2.500,0.500
44.079,9.300,-4.000,12.300,-0.400,-1.700,0.500
44.080,12.000,-2.800,13.200,0.400,-1.000,0.500
44.081,13.100,-1.800,13.700,0.700,-0.600,0.500
44.082,12.100,-1.100,13.800,0.500,-0.600,0.500
44.083,9.400,-0.900,13.400,0.200,-1.000,0.500
44.084,6.100,-1.200,12.800,-0.100,-1.500,0.500
44.085,3.600,-1.600,12.600,-0.200,-2.000,0.500
44.086,3.200,-2.000,12.900,-0.300,-1.900,0.500
44.087,5.000,-2.300,13.800,-0.400,-1.400,0.500
44.088,8.100,-2.200,14.800,-0.600,-0.400,0.500
44.089,11.000,-1.900,15.400,-0.600,0.700,0.500
44.090,12.400,-1.400,15.400,-0.400,1.600,0.500
44.091,12.100,-1.000,14.900,0.200,2.400,0.500
44.092,10.400,-0.600,14.400,1.000,2.800,0.500
44.093,8.300,-0.500,14.200,1.600,3.000,0.500
44.094,6.700,-0.400,14.800,2.000,3.200,0.500
44.095,6.100,-0.200,15.700,2.000,3.200,0.500
44.096,6.700,0.300,16.700,1.900,3.300,0.500
44.097,8.200,1.000,17.200,1.900,3.300,0.500
44.098,9.800,1.800,17.000,1.900,3.400,0.500
44.099,10.800,2.400,16.300,1.700,3.400,0.500
44.100,10.900,2.600,15.400,0.900,3.400,0.500
44.101,10.100,2.300,14.900,-0.600,3.200,0.500
44.102,8.900,1.600,14.800,-2.400,2.800,0.500
44.103,8.400,0.700,14.900,-4.100,2.200,0.500
44.104,9.400,-0.100,15.000,-5.100,1.600,0.500
44.105,11.800,-0.700,14.800,-5.100,1.200,0.500
44.106,14.800,-0.900,14.200,-4.100,1.200,0.500
44.107,17.400,-0.600,13.400,-2.400,1.600,0.500
44.108,18.300,0.200,12.700,-0.700,2.300,0.500
44.109,17.500,1.300,12.500,0.700,3.200,0.500
44.110,15.300,2.200,12.600,1.600,4.000,0.500
44.111,12.500,2.700,12.800,1.900,4.600,0.500
44.112,10.200,2.400,12.900,1.800,4.900,0.500
44.113,9.000,1.600,12.400,1.400,5.100,0.500
44.114,9.300,0.600,11.500,0.900,5.100,0.500
44.115,11.300,-0.200,10.400,0.200,4.900,0.500
44.116,14.500,-0.600,9.600,-0.500,4.600,0.500
44.117,17.700,-0.700,9.400,-1.300,4.100,0.500
44.118,19.600,-0.700,9.600,-2.000,3.600,0.500
44.119,19.300,-0.900,10.100,-2.500,3.000,0.500
44.120,16.700,-1.300,10.500,-3.000,2.600,0.500
44.121,13.200,-1.800,10.600,-3.300,2.400,0.500
44.122,10.400,-2.100,10.300,-3.500,2.300,0.500
44.123,9.900,-1.900,9.700,-3.700,2.400,0.500
44.124,11.700,-1.500,9.200,-3.800,2.700,0.500
44.125,14.800,-1.200,8.800,-3.800,3.100,0.500
44.126,17.600,-1.000,8.800,-3.800,3.800,0.500
44.127,18.900,-1.300,9.200,-3.700,4.300,0.500
44.128,18.300,-1.900,9.800,-3.700,4.500,0.500
44.129,16.600,-2.700,10.400,-3.900,4.300,0.500
44.130,14.700,-3.300,10.900,-4.500,3.600,0.500
44.131,13.500,-3.700,11.200,-5.100,2.900,0.500
44.132,13.200,-3.800,11.500,-5.600,2.700,0.500
44.133,13.800,-3.300,11.800,-5.300,3.200,0.500
44.134,15.000,-2.600,12.200,-4.200,4.500,0.500
44.135,16.400,-1.500,12.400,-2.300,6.100,0.500
44.136,17.400,-0.600,12.300,-0.300,7.300,0.500
44.137,17.400,-0.100,11.700,0.900,7.600,0.500
44.138,16.000,-0.200,10.600,0.900,7.100,0.500
44.139,13.500,-0.900,9.400,-0.200,6.100,0.500
44.140,10.900,-1.700,8.600,-1.800,5.300,0.500
44.141,9.400,-2.000,8.600,-3.000,5.000,0.500
44.142,10.100,-1.600,9.400,-3.300,5.300,0.500
44.143,12.700,-0.300,10.700,-2.900,5.900,0.500
44.144,16.200,1.300,11.900,-2.100,6.500,0.500
44.145,18.900,2.700,12.500,-1.600,6.800,0.500
44.146,19.800,3.400,12.500,-1.400,6.700,0.500
44.147,19.000,3.300,11.900,-1.400,6.300,0.500
44.148,17.400,2.800,11.100,-1.000,5.900,0.500
44.149,16.600,2.300,10.500,0.100,5.500,0.500
44.150,17.200,1.800,10.000,1.500,5.100,0.500
44.151,19.100,1.400,9.500,2.600,4.500,0.500
44.152,21.100,0.900,8.800,3.000,3.800,0.500
44.153,22.100,0.300,8.200,2.300,3.100,0.500
44.154,21.500,-0.300,7.900,1.200,2.600,0.500
44.155,19.700,-0.600,8.200,0.100,2.700,0.500
44.156,18.100,-0.500,9.200,-0.400,3.000,0.500
44.157,17.800,0.000,10.500,-0.300,3.600,0.500
44.158,19.400,0.600,11.700,0.000,3.900,0.500
44.159,22.700,0.900,12.000,0.000,3.900,0.500
44.160,26.300,1.000,11.400,-0.500,3.600,0.500
44.161,28.700,0.800,10.100,-1.100,3.200,0.500
44.162,28.900,0.700,8.800,-1.600,3.100,0.500
44.163,27.000,0.700,8.200,-1.500,3.300,0.500
44.164,24.200,0.900,8.400,-1.000,3.600,0.500
44.165,21.800,0.900,9.200,-0.300,3.800,0.500
44.166,20.900,0.700,10.100,0.200,3.800,0.500
44.167,21.600,0.200,10.500,0.600,3.600,0.500
44.168,23.100,-0.400,10.400,0.800,3.500,0.500
44.169,24.500,-1.100,9.800,1.100,3.700,0.500
44.170,24.900,-1.500,9.200,1.400,3.900,0.500
44.171,24.600,-1.900,8.800,1.700,4.200,0.500
44.172,24.200,-2.200,8.800,1.700,4.100,0.500
44.173,24.300,-2.400,8.900,1.200,3.600,0.500
44.174,24.800,-2.500,8.900,0.400,2.700,0.500
44.175,25.300,-2.300,8.500,-0.400,1.600,0.500
44.176,25.200,-1.900,8.000,-0.900,0.700,0.500
44.177,24.500,-1.400,7.200,-0.800,0.200,0.500
44.178,23.500,-1.000,6.500,-0.300,0.200,0.500
44.179,23.300,-0.800,5.800,0.200,0.500,0.500
44.180,24.100,-0.900,4.800,0.600,0.900,0.500
44.181,25.600,-1.300,3.800,0.600,1.000,0.500
44.182,26.900,-1.700,2.600,0.200,0.700,0.500
44.183,27.000,-2.100,1.700,-0.200,0.000,0.500
44.184,25.800,-2.400,1.300,-0.500,-0.700,0.500
44.185,23.700,-2.600,1.500,-0.400,-1.000,0.500
44.186,21.800,-2.500,2.100,0.000,-0.800,0.500
44.187,20.800,-2.100,2.800,0.500,0.100,0.500
44.188,20.900,-1.200,3.100,0.800,1.200,0.500
44.189,21.500,-0.200,3.000,0.800,2.000,0.500
44.190,22.000,0.600,2.600,0.200,2.200,0.500
44.191,22.200,0.800,2.000,-0.800,1.700,0.500
44.192,22.200,0.300,1.500,-2.200,0.600,0.500
44.193,22.400,-0.700,1.300,-3.700,-0.500,0.500
44.194,22.900,-1.700,1.300,-5.100,-1.200,0.500
44.195,23.400,-2.300,1.400,-5.900,-1.300,0.500
44.196,23.300,-2.100,1.700,-5.900,-0.700,0.500
44.197,22.200,-1.500,2.100,-5.100,0.000,0.500
44.198,20.200,-0.600,2.700,-3.700,0.600,0.500
44.199,18.100,-0.100,3.200,-2.300,0.600,0.500
44.200,16.700,-0.100,3.500,-1.300,0.000,0.500
44.201,16.700,-0.500,3.400,-1.100,-0.800,0.500
44.202,18.000,-1.300,3.000,-1.800,-1.700,0.500
44.203,19.800,-1.900,2.600,-2.900,-2.000,0.500
44.204,21.000,-2.100,2.600,-4.000,-1.700,0.500
44.205,20.900,-1.900,3.100,-4.600,-0.900,0.500
44.206,19.200,-1.200,4.200,-4.600,0.200,0.500
44.207,16.400,-0.200,5.600,-3.900,1.200,0.500
44.208,13.500,0.700,6.900,-2.800,1.900,0.500
44.209,11.600,1.300,7.700,-1.700,2.200,0.500
44.210,11.100,1.500,8.000,-0.700,2.200,0.500
44.211,11.900,1.300,7.800,-0.100,2.100,0.500
44.212,13.600,0.900,7.400,0.200,2.000,0.500
44.213,15.600,0.400,6.900,0.100,1.800,0.500
44.214,17.500,0.000,6.300,-0.300,1.700,0.500
44.215,19.100,-0.400,5.600,-0.800,1.600,0.500
44.216,20.100,-0.700,4.700,-1.100,1.600,0.500
44.217,20.300,-1.100,3.700,-1.300,1.600,0.500
44.218,19.600,-1.400,2.800,-1.400,1.600,0.500
44.219,18.100,-1.600,2.200,-1.400,1.500,0.500
44.220,16.500,-1.500,2.100,-1.600,1.200,0.500
44.221,15.300,-1.200,2.200,-2.100,1.000,0.500
44.222,15.000,-1.000,2.500,-3.000,0.900,0.500
44.223,15.200,-0.900,2.600,-4.100,0.900,0.500
44.224,15.300,-1.100,2.500,-5.100,1.000,0.500
44.225,14.700,-1.600,2.400,-5.500,1.200,0.500
44.226,13.300,-2.100,2.400,-5.200,1.400,0.500
44.227,11.900,-2.500,2.700,-4.200,1.600,0.500
44.228,11.500,-2.500,3.300,-2.800,1.900,0.500
44.229,12.600,-2.500,3.600,-1.600,2.400,0.500
44.230,14.800,-2.500,3.500,-0.900,2.900,0.500
44.231,16.900,-2.600,2.600,-0.800,3.200,0.500
44.232,17.800,-2.800,1.000,-0.800,3.400,0.500
44.233,17.200,-2.900,-0.900,-0.500,3.300,0.500
44.234,15.700,-2.600,-2.700,0.500,3.200,0.500
44.235,14.300,-2.000,-3.900,2.000,3.200,0.500
44.236,13.800,-1.200,-4.300,3.200,3.500,0.500
44.237,14.300,-0.500,-4.000,3.700,3.900,0.500
44.238,15.500,0.000,-3.100,3.100,4.300,0.500
44.239,16.500,0.200,-2.100,1.700,4.500,0.500
44.240,17.100,0.000,-1.300,0.100,4.500,0.500
44.241,17.000,-0.400,-1.200,-1.300,4.300,0.500
44.242,16.400,-1.000,-1.800,-2.200,4.000,0.500
44.243,15.200,-1.600,-2.800,-2.600,3.800,0.500
44.244,13.600,-2.000,-3.800,-2.700,3.700,0.500
44.245,12.200,-2.000,-4.300,-2.700,3.800,0.500
44.246,11.500,-1.400,-3.900,-2.400,4.200,0.500
44.247,12.400,-0.300,-2.700,-1.800,4.800,0.500
44.248,14.800,1.000,-1.100,-1.000,5.600,0.500
44.249,18.200,2.100,0.400,-0.100,6.100,0.500
44.250,21.300,2.600,1.200,0.700,6.200,0.500
44.251,22.900,2.700,1.500,1.100,5.900,0.500
44.252,22.900,2.400,1.700,1.200,5.500,0.500
44.253,21.800,2.300,2.000,1.200,5.300,0.500
44.254,20.600,2.500,2.800,1.100,5.500,0.500
44.255,19.900,2.800,3.700,0.900,6.100,0.500
44.256,19.500,3.000,4.100,0.400,6.500,0.500
44.257,19.000,2.500,3.600,-0.400,6.200,0.500
44.258,18.100,1.300,2.200,-1.500,5.200,0.500
44.259,17.100,-0.200,0.400,-2.400,3.600,0.500
44.260,16.600,-1.600,-1.200,-3.100,2.100,0.500
44.261,17.200,-2.600,-1.800,-3.300,1.200,0.500
44.262,18.900,-2.900,-1.400,-3.300,1.000,0.500
44.263,20.900,-3.000,-0.300,-3.100,1.300,0.500
44.264,22.100,-3.000,0.800,-2.900,1.700,0.500
44.265,22.100,-3.300,1.400,-2.600,1.800,0.500
44.266,20.900,-3.800,1.400,-2.200,1.800,0.500
44.267,19.200,-4.200,0.800,-1.700,1.800,0.500
44.268,17.400,-4.200,0.100,-1.300,2.300,0.500
44.269,15.800,-3.800,-0.100,-1.000,3.100,0.500
44.270,14.600,-3.000,0.300,-1.000,4.200,0.500
44.271,13.900,-2.200,1.300,-0.900,5.200,0.500
44.272,14.400,-1.600,2.600,-0.600,5.900,0.500
44.273,16.300,-1.200,3.700,0.100,6.300,0.500
44.274,19.300,-1.100,4.400,1.000,6.500,0.500
44.275,22.400,-1.100,4.500,1.800,6.600,0.500
44.276,23.900,-1.100,4.200,2.300,6.500,0.500
44.277,23.100,-1.000,3.800,2.300,6.100,0.500
44.278,20.300,-0.900,3.300,1.800,5.300,0.500
44.279,17.200,-0.900,2.800,1.100,4.200,0.500
44.280,15.700,-1.000,2.300,0.500,3.000,0.500
44.281,16.500,-1.100,1.600,0.300,2.000,0.500
44.282,19.200,-1.300,0.800,0.400,1.500,0.500
44.283,21.800,-1.400,0.000,0.700,1.400,0.500
44.284,22.600,-1.500,-0.600,0.800,1.600,0.500
44.285,21.300,-1.700,-1.000,0.500,1.600,0.500
44.286,18.700,-2.200,-1.400,-0.400,1.500,0.500
44.287,16.700,-2.900,-2.000,-1.600,1.000,0.500
44.288,16.500,-3.600,-2.600,-2.800,0.600,0.500
44.289,18.000,-3.900,-3.300,-3.700,0.400,0.500
44.290,20.200,-3.600,-3.700,-4.100,0.600,0.500
44.291,21.700,-2.800,-3.600,-3.900,1.100,0.500
44.292,21.900,-1.700,-3.100,-3.400,1.600,0.500
44.293,20.900,-1.000,-2.600,-2.800,2.000,0.500
44.294,19.400,-0.900,-2.500,-2.300,2.000,0.500
44.295,17.600,-1.700,-3.100,-1.800,1.600,0.500
44.296,15.600,-3.000,-4.100,-1.200,1.200,0.500
44.297,13.300,-4.300,-5.200,-0.500,0.900,0.500
44.298,11.100,-5.300,-5.900,0.300,0.900,0.500
44.299,10.000,-5.800,-5.700,0.700,1.400,0.500
44.300,11.400,-6.000,-4.800,0.800,2.300,0.500
44.301,15.500,-6.000,-3.400,0.700,3.400,0.500
44.302,21.600,-6.000,-2.000,0.500,4.600,0.500
44.303,27.900,-5.800,-0.900,0.500,5.700,0.500
44.304,32.700,-5.400,-0.200,0.800,6.800,0.500
44.305,35.501,-4.800,0.300,1.300,7.900,0.500
44.306,37.201,-4.100,1.000,2.000,9.500,0.500
44.307,39.801,-3.100,2.500,2.900,12.000,0.500
44.308,44.901,-1.700,4.900,4.500,15.800,0.500
44.309,53.401,0.400,8.300,7.100,20.900,0.500
44.310,64.301,3.400,12.200,10.500,26.800,0.500
44.311,76.001,7.000,15.800,13.900,32.300,0.500
44.312,86.901,10.400,18.100,16.300,36.301,0.500
44.313,95.301,12.700,18.400,17.000,37.801,0.500
44.314,100.502,13.200,16.600,15.800,36.801,0.500
44.315,102.302,11.900,12.900,13.300,33.801,0.500
44.316,101.002,9.300,8.300,10.700,29.700,0.500
44.317,96.901,6.500,3.700,8.800,25.400,0.500
44.318,90.701,4.100,-0.200,7.500,21.100,0.500
44.319,82.801,2.300,-3.400,6.300,16.500,0.500
44.320,73.101,0.900,-6.100,4.200,11.500,0.500
44.321,61.501,-0.700,-8.900,1.000,6.000,0.500
44.322,47.901,-2.800,-11.900,-3.000,0.400,0.500
44.323,32.600,-5.200,-14.800,-6.800,-4.300,0.500
44.324,16.600,-7.500,-17.100,-9.400,-7.600,0.500
44.325,1.400,-9.200,-18.200,-10.400,-9.100,0.500
44.326,-11.500,-9.900,-17.900,-10.100,-9.400,0.500
44.327,-20.800,-9.800,-16.500,-9.300,-9.100,0.500
44.328,-26.100,-9.400,-14.600,-8.700,-8.800,0.500
44.329,-27.300,-9.000,-13.000,-8.500,-8.700,0.500
44.330,-25.400,-9.000,-11.900,-8.400,-8.500,0.500
44.331,-21.400,-9.200,-11.300,-8.100,-7.600,0.500
44.332,-16.600,-9.200,-10.700,-7.300,-5.700,0.500
44.333,-11.700,-8.800,-9.800,-6.100,-3.100,0.500
44.334,-7.200,-8.000,-8.400,-5.100,-0.400,0.500
44.335,-2.800,-6.900,-6.700,-4.500,1.700,0.500
44.336,1.900,-5.900,-5.300,-4.600,2.700,0.500
44.337,7.200,-5.100,-4.400,-5.000,2.600,0.500
44.338,12.700,-4.600,-4.100,-5.400,2.100,0.500
44.339,17.800,-4.200,-4.200,-5.400,1.700,0.500
44.340,21.500,-3.700,-4.500,-4.600,1.900,0.500
44.341,23.700,-3.000,-4.700,-3.400,2.600,0.500
44.342,24.600,-2.000,-4.600,-1.900,3.500,0.500
44.343,24.700,-0.800,-4.300,-0.500,4.200,0.500
44.344,24.800,0.200,-3.800,0.400,4.500,0.500
44.345,25.000,0.900,-3.400,0.700,4.400,0.500
44.346,25.100,1.000,-3.100,0.500,4.000,0.500
44.347,24.600,0.600,-3.000,-0.200,3.500,0.500
44.348,23.700,-0.400,-3.000,-1.000,3.200,0.500
44.349,22.600,-1.500,-3.200,-1.600,2.900,0.500
44.350,22.100,-2.400,-3.300,-1.900,2.700,0.500
44.351,22.200,-2.700,-3.300,-1.900,2.600,0.500
44.352,23.100,-2.500,-3.200,-1.600,2.500,0.500
44.353,23.900,-1.800,-3.000,-1.100,2.600,0.500
44.354,24.300,-1.000,-2.900,-0.700,2.900,0.500
44.355,24.000,-0.500,-2.700,-0.400,3.300,0.500
44.356,23.300,-0.300,-2.500,-0.300,3.700,0.500
44.357,22.600,-0.200,-1.900,-0.400,4.100,0.500
44.358,22.100,0.000,-1.000,-0.700,4.400,0.500
44.359,21.800,0.500,-0.100,-1.200,4.500,0.500
44.360,21.700,1.500,0.700,-1.700,4.500,0.500
44.361,21.600,2.600,0.900,-1.800,4.600,0.500
44.362,21.900,3.800,0.600,-1.300,4.900,0.500
44.363,23.000,4.800,0.000,-0.300,5.100,0.500
44.364,24.900,5.200,-0.700,0.900,5.300,0.500
44.365,27.300,5.000,-1.300,1.600,5.100,0.500
44.366,29.100,4.100,-2.000,1.500,4.400,0.500
44.367,29.700,2.600,-2.800,0.400,3.300,0.500
44.368,28.800,1.000,-3.900,-1.200,2.100,0.500
44.369,27.200,-0.400,-5.100,-2.800,1.200,0.500
44.370,26.000,-1.100,-6.100,-3.900,0.600,0.500
44.371,26.300,-1.200,-6.500,-4.400,0.600,0.500
44.372,28.300,-0.800,-6.500,-4.500,0.800,0.500
44.373,31.100,-0.300,-6.300,-4.600,1.100,0.500
44.374,33.501,0.100,-6.200,-4.700,1.200,0.500
44.375,34.401,0.100,-6.300,-4.600,1.000,0.500
44.376,33.801,0.100,-6.500,-4.300,0.800,0.500
44.377,32.400,0.000,-6.600,-3.600,0.500,0.500
44.378,31.300,0.100,-6.400,-2.700,0.500,0.500
44.379,31.000,0.200,-5.900,-2.100,0.600,0.500
44.380,31.200,0.200,-5.300,-1.900,1.000,0.500
44.381,31.400,0.100,-4.900,-2.100,1.400,0.500
44.382,30.700,-0.400,-5.000,-2.500,1.800,0.500
44.383,29.300,-1.000,-5.600,-2.700,1.900,0.500
44.384,27.900,-1.800,-6.600,-2.700,2.000,0.500
44.385,27.500,-2.400,-7.600,-2.400,1.900,0.500
44.386,28.400,-2.900,-8.400,-2.100,2.000,0.500
44.387,29.800,-2.900,-8.800,-1.900,2.500,0.500
44.388,30.500,-2.400,-8.500,-1.600,3.300,0.500
44.389,29.500,-1.700,-7.700,-1.200,4.200,0.500
44.390,26.800,-0.900,-6.400,-0.800,5.000,0.500
44.391,23.600,-0.500,-5.000,-0.500,5.300,0.500
44.392,21.500,-0.400,-4.000,-0.400,5.100,0.500
44.393,21.500,-0.800,-3.500,-0.400,4.600,0.500
44.394,23.500,-1.200,-3.700,-0.500,4.200,0.500
44.395,26.600,-1.400,-4.100,-0.600,4.100,0.500
44.396,29.400,-1.400,-4.400,-0.700,4.500,0.500
44.397,31.100,-1.200,-4.400,-0.600,5.200,0.500
44.398,31.300,-1.100,-4.000,-0.600,5.800,0.500
44.399,30.600,-1.200,-3.600,-0.500,6.200,0.500
44.400,29.400,-1.300,-3.300,-0.500,6.100,0.500
44.401,28.300,-1.200,-3.400,-0.300,5.800,0.500
44.402,27.900,-0.800,-3.800,-0.200,5.400,0.500
44.403,28.600,-0.300,-4.200,-0.100,5.000,0.500
44.404,30.600,0.200,-4.300,-0.100,4.700,0.500
44.405,33.301,0.400,-3.900,0.000,4.500,0.500
44.406,35.601,0.700,-2.700,0.400,4.600,0.500
44.407,36.201,1.300,-0.900,1.400,5.100,0.500
44.408,34.201,2.600,1.100,3.000,6.100,0.500
44.409,30.200,4.600,2.800,5.100,7.600,0.500
44.410,26.100,7.000,4.000,7.100,9.500,0.500
44.411,23.900,9.400,4.700,8.700,11.500,0.500
44.412,25.100,11.300,5.100,10.100,13.500,0.500
44.413,29.100,12.500,5.700,11.400,15.300,0.500
44.414,34.201,13.200,6.500,13.000,16.900,0.500
44.415,38.101,13.500,7.600,14.900,18.500,0.500
44.416,39.101,13.500,8.600,16.900,20.200,0.500
44.417,37.101,13.200,9.200,18.400,21.900,0.500
44.418,32.901,12.300,9.300,19.300,23.700,0.500
44.419,28.000,10.800,9.000,19.600,25.700,0.500
44.420,24.000,8.600,8.600,19.500,27.700,0.500
44.421,21.400,6.000,8.700,19.400,30.100,0.500
44.422,20.500,2.900,9.100,19.700,32.801,0.500
44.423,21.200,-0.500,9.600,20.200,35.801,0.500
44.424,22.700,-4.300,9.900,20.800,38.701,0.500
44.425,24.500,-8.400,9.700,21.300,41.301,0.500
44.426,25.800,-12.600,8.800,21.500,43.501,0.500
44.427,26.100,-16.700,7.600,21.400,45.401,0.500
44.428,25.300,-20.600,6.400,20.800,47.101,0.500
44.429,23.700,-24.300,5.200,19.700,48.501,0.500
44.430,22.200,-28.000,4.000,18.000,49.701,0.500
44.431,21.100,-32.000,2.700,15.600,50.301,0.500
44.432,20.500,-36.401,1.000,12.800,50.101,0.500
44.433,20.200,-41.201,-1.200,9.900,49.101,0.500
44.434,20.100,-46.301,-3.700,7.200,47.701,0.500
44.435,20.100,-51.201,-6.300,4.900,46.001,0.500
44.436,20.600,-55.501,-8.700,2.900,44.301,0.500
44.437,21.800,-58.801,-10.800,1.200,42.801,0.500
44.438,23.600,-60.801,-12.400,-0.300,41.601,0.500
44.439,25.500,-61.701,-13.500,-1.300,40.501,0.500
44.440,26.900,-61.701,-14.100,-1.800,39.801,0.500
44.441,27.200,-61.401,-14.100,-1.800,39.401,0.500
44.442,26.800,-61.001,-13.700,-1.400,39.201,0.500
44.443,26.400,-60.201,-13.000,-1.000,39.001,0.500
44.444,26.900,-58.801,-12.100,-0.800,38.401,0.500
44.445,28.600,-56.401,-11.200,-1.100,36.801,0.500
44.446,31.300,-52.701,-10.400,-1.600,34.201,0.500
44.447,34.001,-47.901,-9.600,-2.200,30.500,0.500
44.448,35.701,-42.601,-8.900,-3.100,25.800,0.500
44.449,35.901,-37.401,-8.300,-4.400,20.500,0.500
44.450,34.801,-32.600,-7.900,-6.200,15.000,0.500
44.451,33.401,-28.300,-7.700,-8.300,9.800,0.500
44.452,32.600,-24.200,-7.800,-10.500,5.200,0.500
44.453,33.101,-20.200,-8.000,-12.100,1.700,0.500
44.454,34.601,-16.500,-8.100,-12.900,-0.900,0.500
44.455,36.501,-13.200,-8.100,-12.800,-2.600,0.500
44.456,37.901,-10.700,-8.000,-12.400,-3.900,0.500
44.457,38.201,-9.200,-8.000,-11.800,-5.200,0.500
44.458,37.601,-8.500,-8.400,-11.600,-6.700,0.500
44.459,36.701,-8.000,-9.100,-11.600,-8.000,0.500
44.460,36.001,-7.300,-9.700,-11.700,-8.900,0.500
44.461,35.701,-5.900,-9.800,-11.800,-9.200,0.500
44.462,35.401,-3.800,-9.200,-12.000,-9.000,0.500
44.463,34.701,-1.300,-8.100,-12.300,-8.700,0.500
44.464,33.501,1.100,-6.800,-12.800,-8.400,0.500
44.465,32.200,3.100,-5.700,-13.200,-8.500,0.500
44.466,31.700,4.500,-5.000,-13.400,-8.600,0.500
44.467,32.600,5.400,-4.900,-13.100,-8.500,0.500
44.468,34.601,5.700,-5.000,-12.400,-7.900,0.500
44.469,36.901,5.500,-5.300,-11.600,-7.000,0.500
44.470,38.301,5.000,-6.100,-11.200,-6.200,0.500
44.471,38.301,3.900,-7.400,-11.300,-5.800,0.500
44.472,36.901,2.500,-9.400,-11.700,-6.000,0.500
44.473,35.001,0.900,-11.700,-12.200,-6.500,0.500
44.474,33.601,-0.500,-13.700,-12.400,-6.600,0.500
44.475,32.801,-1.400,-14.800,-11.900,-6.100,0.500
44.476,32.801,-1.800,-14.600,-10.600,-4.700,0.500
44.477,33.101,-1.800,-13.500,-8.900,-2.900,0.500
44.478,33.601,-1.700,-12.100,-7.100,-1.100,0.500
44.479,34.101,-1.900,-11.100,-5.600,0.200,0.500
44.480,35.001,-2.700,-10.900,-4.600,0.800,0.500
44.481,36.401,-3.900,-11.100,-4.300,1.000,0.500
44.482,38.001,-5.100,-11.100,-4.300,1.200,0.500
44.483,39.501,-6.000,-10.400,-4.100,1.800,0.500
44.484,40.401,-6.100,-8.800,-3.400,2.700,0.500
44.485,40.401,-5.500,-6.700,-2.100,3.700,0.500
44.486,39.501,-4.400,-5.100,-0.500,4.600,0.500
44.487,38.001,-3.200,-4.400,0.800,5.300,0.500
44.488,36.201,-2.500,-4.600,1.300,5.800,0.500
44.489,35.001,-2.300,-5.300,0.900,6.300,0.500
44.490,34.601,-2.500,-5.600,-0.100,6.800,0.500
44.491,35.401,-2.900,-5.100,-1.200,7.400,0.500
44.492,36.901,-3.100,-3.800,-1.800,7.900,0.500
44.493,38.601,-2.900,-2.300,-1.800,8.000,0.500
44.494,40.101,-2.300,-1.300,-1.300,7.800,0.500
44.495,40.901,-1.600,-1.000,-0.700,7.500,0.500
44.496,41.001,-0.900,-1.500,-0.400,7.200,0.500
44.497,40.701,-0.500,-2.100,-0.300,7.400,0.500
44.498,39.901,-0.500,-2.400,-0.400,7.900,0.500
44.499,38.701,-1.000,-2.300,-0.300,8.700,0.500
44.500,37.301,-1.700,-1.800,-0.200,9.400,0.500
